Sentence #,Word,POS,Tag
,Formation,NN,I-nat
,deposited,VBN,O
,during,IN,O
,the,DT,O
,Turonian,NNP,B-tim
,(,-LRB-,O
,ca92,NN,O
,Ma,NN,B-tim
,),-RRB-,O
,",",",",O
,after,IN,O
,the,DT,O
,Cenomanian,NNP,B-tim
,(,-LRB-,O
,post?95,NN,O
,每,HYPH,O
,93,CD,O
,Ma,NNP,B-tim
,),-RRB-,O
,and,CC,O
,before,IN,O
,the,DT,O
,late,JJ,O
,Cam,NNP,O
,panian,NN,O
,(,-LRB-,O
,80,CD,B-tim
,Ma,NN,I-tim
,),-RRB-,O
,.,.,O
,.,.,O
Sentence: 1579,92,CD,B-tim
,Ma,NNP,I-tim
,),-RRB-,O
,",",",",O
,after,IN,O
,the,DT,O
,Cenomanian,NNP,B-tim
,(,-LRB-,O
,post?95,NN,O
,每,HYPH,O
,93,CD,O
,Ma,NNP,B-tim
,),-RRB-,O
,and,CC,O
,before,IN,O
,the,DT,O
,late,JJ,O
,Cam,NNP,O
,panian,NN,O
,(,-LRB-,O
,80,CD,B-tim
,Ma,NN,I-tim
,),-RRB-,O
,.,.,O
,Conglomerate,NN,O
,clasts,NNS,B-nat
,in,IN,O
,the,DT,O
,Kcv,NNP,O
,unit,NN,O
,are,VBP,O
,dominantly,RB,O
,volcanic,JJ,O
,(,-LRB-,O
,>,SYM,O
,95,CD,O
,percent,NN,O
,),-RRB-,O
,",",",",O
,with,IN,O
,minor,JJ,B-nat
,sandstone,NN,I-nat
,and,CC,O
,chert,NN,O
,.,.,O
Sentence: 1580,Seventy?seven,NNP,B-tim
,Mesozoic,JJ,I-tim
,zircons,NNS,O
,yielded,VBD,O
,汍Hf,NN,O
,(,-LRB-,O
,t,NN,O
,),-RRB-,O
,values,NNS,B-tim
,between,IN,O
,每,SYM,O
,24.1,CD,O
,and,CC,B-tim
,7.4,CD,O
,",",",",O
,with,IN,O
,TDMC,NN,O
,model,NN,O
,ages,NNS,O
,between,IN,O
,0.71,CD,B-tim
,and,CC,I-tim
,2.73,CD,B-tim
,Ga,NNP,I-tim
,.,.,O
Sentence: 1581,120,CD,B-tim
,Ma,NNP,I-tim
,),-RRB-,O
,",",",",O
,75,CD,B-tim
,Mesozoic,JJ,I-tim
,zircons,NNS,O
,yielded,VBD,O
,汍Hf,NN,O
,(,-LRB-,O
,t,NN,O
,),-RRB-,O
,values,NNS,O
,between,IN,O
,每,SYM,O
,16.2,CD,O
,and,CC,O
,15.31,CD,O
,",",",",O
,with,IN,O
,TDMC,NN,O
,model,NN,O
,ages,NNS,O
,betweenFigure,NN,O
,6,CD,O
,.,.,O
Sentence: 1582,96,CD,B-tim
,Ma,NNP,I-tim
,),-RRB-,O
,and,CC,O
,the,DT,O
,Turonian,NNP,B-tim
,(,-LRB-,O
,ca92,NN,O
,Ma,NN,B-tim
,),-RRB-,O
,",",",",O
,with,IN,O
,interbedded,VBN,O
,tuff,NN,B-nat
,layers,NNS,I-nat
,dated,VBN,O
,as,IN,O
,ca,NN,O
,.,.,O
Sentence: 1583,Thirty?one,NNP,O
,zircon,NN,B-nat
,grains,NNS,I-nat
,of,IN,O
,Mesozoic,JJ,B-tim
,age,NN,O
,yielded,VBD,O
,汍Hf,NN,O
,(,-LRB-,O
,t,NN,O
,),-RRB-,O
,values,NNS,O
,between,IN,O
,每,SYM,O
,10.4,CD,O
,and,CC,B-tim
,10.5,CD,O
,",",",",O
,with,IN,O
,TDMC,NN,O
,model,NN,O
,ages,NNS,O
,between,IN,O
,0.54,CD,B-tim
,and,CC,I-tim
,1.79,CD,B-tim
,Ga,NNP,I-tim
,(,-LRB-,O
,Table,NN,B-tim
,DR6,NN,I-tim
,;,:,O
,Fig8,NN,O
,),-RRB-,O
,.,.,O
Sentence: 1584,Twenty?six,NNP,O
,zircon,NN,B-nat
,grains,NNS,I-nat
,with,IN,O
,Mesozoic,JJ,B-tim
,age,NN,O
,yielded,VBD,O
,汍Hf,NN,O
,(,-LRB-,O
,t,NN,O
,),-RRB-,O
,values,NNS,O
,between,IN,O
,每,SYM,O
,12.6,CD,O
,and,CC,B-tim
,9.1,CD,O
,",",",",O
,with,IN,O
,TDMC,NN,O
,model,NN,O
,ages,NNS,O
,between,IN,O
,0.58,CD,B-tim
,and,CC,I-tim
,1.99,CD,B-tim
,Ga,NNP,I-tim
,(,-LRB-,O
,Table,NN,B-tim
,DR6,NN,I-tim
,;,:,O
,Fig8,NN,O
,),-RRB-,O
,.,.,O
Sentence: 1585,During,IN,O
,the,DT,O
,late,JJ,O
,Cenomanian,NNP,B-tim
,to,TO,O
,early,RB,O
,Turonian,NNP,B-tim
,",",",",O
,widely,RB,O
,considered,VBN,O
,as,IN,O
,a,DT,O
,period,NN,O
,of,IN,O
,global,JJ,O
,sea?level,NN,O
,rise,NN,O
,(,-LRB-,O
,Haq,NNP,O
,",",",",O
,2014,CD,O
,),-RRB-,O
,",",",",O
,shallow,JJ,B-nat
,marine,JJ,I-nat
,carbonate,NN,B-nat
,deposition,NN,I-nat
,(,-LRB-,O
,Langshan,NNP,B-nat
,Formation,NN,I-nat
,),-RRB-,O
,in,IN,O
,the,DT,O
,central?northern,JJ,O
,Lhasa,NNP,B-geo
,terranes,NNS,O
,",",",",O
,was,VBD,O
,replaced,VBN,O
,by,IN,O
,continental,JJ,O
,Jingzhushan,NNP,O
,conglomerates,NNS,O
,(,-LRB-,O
,Figs3,NN,B-tim
,and,CC,O
,10,CD,O
,),-RRB-,O
,.,.,O
Sentence: 1586,For,IN,O
,both,DT,B-nat
,formations,NNS,I-nat
,",",",",O
,mainly,RB,O
,deposited,VBN,O
,during,IN,O
,the,DT,O
,Turonian,NNP,B-tim
,",",",",O
,provenance,NN,O
,analysis,NN,O
,suggests,VBZ,O
,supply,NN,O
,from,IN,O
,the,DT,O
,central?northern,JJ,O
,Lhasa,NNP,B-geo
,terranes,NNS,O
,via,IN,O
,north?directed,VBN,O
,and,CC,O
,south?directed,VBN,O
,short,JJ,O
,and,CC,O
,steep,JJ,O
,drainage,NN,O
,systems,NNS,O
,(,-LRB-,O
,Fig10B,NN,O
,),-RRB-,O
,.,.,O
Sentence: 1587,The,DT,O
,northern,JJ,O
,part,NN,O
,of,IN,O
,the,DT,O
,central,JJ,O
,Lhasa,NNP,B-geo
,terrane,NN,O
,and,CC,O
,the,DT,O
,southern,JJ,O
,part,NN,O
,of,IN,O
,the,DT,O
,northern,JJ,O
,Lhasa,NNP,B-geo
,terranes,NNS,O
,thus,RB,O
,ceased,VBD,O
,to,TO,O
,be,VB,O
,a,DT,O
,basin,NN,O
,at,IN,O
,the,DT,O
,close,NN,O
,of,IN,O
,the,DT,O
,Early,JJ,B-tim
,Cretaceous,JJ,I-tim
,",",",",O
,when,WRB,O
,they,PRP,O
,were,VBD,O
,uplifted,VBN,O
,to,TO,O
,become,VB,O
,a,DT,O
,major,JJ,O
,source,NN,O
,of,IN,O
,detritus.Such,NN,O
,an,DT,O
,early,JJ,O
,stage,NN,O
,of,IN,O
,plateau,NN,O
,uplift,NN,O
,is,VBZ,O
,independently,RB,O
,supported,VBN,O
,by,IN,O
,pieces,NNS,O
,of,IN,O
,geological,JJ,O
,evidence,NN,O
,other,JJ,O
,than,IN,O
,the,DT,O
,sedimentary,JJ,B-nat
,record,NN,I-nat
,.,.,O
Sentence: 1588,PostCenomanian,NNP,B-tim
,tectonic,JJ,O
,activity,NN,O
,is,VBZ,O
,documented,VBN,O
,by,IN,O
,northward,RB,O
,motion,NN,O
,along,IN,O
,the,DT,O
,Gaize?Siling,NNP,O
,Co,NNP,O
,thrust,NN,O
,",",",",O
,which,WDT,O
,carried,VBD,O
,Langshan,NNP,O
,limestones,NNS,O
,in,IN,O
,the,DT,O
,hanging,VBG,O
,wall,NN,O
,while,IN,O
,the,DT,O
,Jingzhushan,NNP,B-nat
,Formation,NN,I-nat
,was,VBD,O
,being,VBG,O
,deposited,VBN,O
,in,IN,O
,its,PRP$,O
,footwall,NN,O
,(,-LRB-,O
,Kapp,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2007b,NN,O
,),-RRB-,O
,At,IN,O
,the,DT,O
,same,JJ,O
,time,NN,O
,",",",",O
,Cretaceous,JJ,B-tim
,strata,NN,O
,were,VBD,O
,carried,VBN,O
,southward,RB,O
,along,IN,O
,the,DT,O
,Gugu,NNP,O
,La,NNP,O
,thrust,VBD,O
,while,IN,O
,the,DT,O
,Daxiong,NNP,B-nat
,Formation,NN,I-nat
,was,VBD,O
,being,VBG,O
,deposited,VBN,O
,in,IN,O
,its,PRP$,O
,footwall,NN,O
,(,-LRB-,O
,Murphy,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1997,CD,O
,;,:,O
,Pan,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2004,CD,O
,),-RRB-,O
,.,.,O
Sentence: 1589,At,IN,O
,the,DT,O
,same,JJ,O
,time,NN,O
,",",",",O
,Cretaceous,JJ,B-tim
,strata,NN,O
,were,VBD,O
,carried,VBN,O
,southward,RB,O
,along,IN,O
,the,DT,O
,Gugu,NNP,O
,La,NNP,O
,thrust,VBD,O
,while,IN,O
,the,DT,O
,Daxiong,NNP,B-nat
,Formation,NN,I-nat
,was,VBD,O
,being,VBG,O
,deposited,VBN,O
,in,IN,O
,its,PRP$,O
,footwall,NN,O
,(,-LRB-,O
,Murphy,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1997,CD,O
,;,:,O
,Pan,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2004,CD,O
,),-RRB-,O
,Structural,JJ,O
,restorations,NNS,O
,document,VBP,O
,more,JJR,O
,than,IN,O
,50,CD,O
,percent,NN,B-nat
,crustal,JJ,I-nat
,shortening,NN,O
,across,IN,O
,the,DT,O
,Lhasa,NNP,B-geo
,block,NN,O
,since,IN,O
,the,DT,O
,early,JJ,O
,Late,JJ,B-tim
,Cretaceous,JJ,I-tim
,(,-LRB-,O
,Fig,NN,O
,.,.,O
Sentence: 1590,Structural,JJ,O
,restorations,NNS,O
,document,VBP,O
,more,JJR,O
,than,IN,O
,50,CD,O
,percent,NN,B-nat
,crustal,JJ,I-nat
,shortening,NN,O
,across,IN,O
,the,DT,O
,Lhasa,NNP,B-geo
,block,NN,O
,since,IN,O
,the,DT,O
,early,JJ,O
,Late,JJ,B-tim
,Cretaceous,JJ,I-tim
,(,-LRB-,O
,Fig9,NN,O
,),-RRB-,O
,.,.,O
Sentence: 1591,Tectonic,JJ,O
,and,CC,O
,magmatic,JJ,O
,evidence,NN,O
,are,VBP,O
,thus,RB,O
,consistent,JJ,O
,with,IN,O
,sedimentological,JJ,O
,and,CC,O
,provenance,NN,O
,analyses,NNS,O
,",",",",O
,indicating,VBG,O
,that,IN,O
,a,DT,O
,vast,JJ,O
,area,NN,O
,",",",",O
,named,VBN,O
,the,DT,O
,Northern,NNP,B-geo
,Lhasaplano,NNP,I-geo
,",",",",O
,started,VBD,O
,to,TO,O
,grow,VB,O
,and,CC,O
,to,TO,O
,be,VB,O
,rapidly,RB,O
,unroofed,JJ,O
,in,IN,O
,the,DT,O
,central?northern,JJ,O
,Lhasa,NNP,B-geo
,terranes,NNS,O
,during,IN,O
,the,DT,O
,early,JJ,O
,Late,JJ,B-tim
,Cretaceous,JJ,I-tim
,(,-LRB-,O
,Fig10,NN,O
,),-RRB-,O
,.,.,O
,.,.,O
Sentence: 1592,Results,NNS,O
,are,VBP,O
,compared,VBN,O
,with,IN,O
,data,NNS,O
,from,IN,O
,southern,JJ,O
,Qiangtang,NNP,B-geo
,and,CC,O
,Bangong,NNP,O
,-,HYPH,O
,Nujiang,NNP,O
,suture,NN,O
,zone,NN,O
,(,-LRB-,O
,BNSZ,NN,O
,),-RRB-,O
,(,-LRB-,O
,Zhu,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2011b,NN,O
,;,:,O
,Li,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2014b,NN,O
,;,:,O
,Liu,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2017,CD,O
,),-RRB-,O
,",",",",O
,igneous,JJ,B-nat
,zircons,NNS,I-nat
,from,IN,O
,central,JJ,O
,-,HYPH,O
,northern,JJ,O
,Lhasa,NNP,B-geo
,(,-LRB-,O
,Chu,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2006,CD,O
,;,:,O
,Zhu,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2011a,NN,O
,;,",",O
,Sun,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2015a,NN,O
,),-RRB-,O
,",",",",O
,detrital,JJ,B-nat
,zircons,NNS,I-nat
,from,IN,O
,the,DT,O
,Early,JJ,B-tim
,Cretaceous,JJ,I-tim
,sandstone,NN,O
,in,IN,O
,northern,JJ,O
,Lhasa,NNP,B-geo
,(,-LRB-,O
,Table,NN,B-tim
,DR6,NN,I-tim
,;,:,O
,see,VB,O
,footnote,NN,O
,1,CD,O
,),-RRB-,O
,",",",",O
,and,CC,O
,igneous,JJ,B-nat
,zircons,NNS,I-nat
,from,IN,O
,southern,JJ,O
,Lhasa,NNP,B-geo
,(,-LRB-,O
,Chu,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2006,CD,O
,;,:,O
,Ji,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2009,CD,O
,;,:,O
,Zhu,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2011b,NN,O
,),-RRB-,O
,CHUR,NNP,O
,〞,HYPH,O
,chondritic,JJ,O
,uniform,NN,O
,reservoir,NN,O
,.,.,O
,.,.,O
Sentence: 1593,Simplified,VBN,O
,map,NN,O
,indicating,VBG,O
,the,DT,O
,location,NN,O
,of,IN,O
,the,DT,O
,Northern,NNP,B-geo
,Lhasaplano,NNP,I-geo
,",",",",O
,together,RB,O
,with,IN,O
,the,DT,O
,estimated,VBN,O
,N,NN,O
,-,HYPH,O
,S,NN,O
,tectonic,JJ,O
,shortening,NN,O
,(,-LRB-,O
,Murphy,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,1997,CD,O
,;,:,O
,Kapp,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2003,CD,O
,",",",",O
,2007a,CD,O
,",",",",O
,2007b,CD,O
,;,:,O
,Volkmer,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2007,CD,O
,",",",",O
,2014,CD,O
,),-RRB-,O
,and,CC,O
,the,DT,O
,age,NN,O
,of,IN,O
,Late,JJ,B-tim
,Cretaceous,JJ,I-tim
,adakitic,JJ,O
,magmatism,NN,O
,in,IN,O
,central,JJ,O
,-,HYPH,O
,northern,JJ,O
,Lhasa,NNP,B-geo
,(,-LRB-,O
,Sun,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2015a,NN,O
,and,CC,O
,references,NNS,O
,therein,RB,O
,),-RRB-,O
,K1,NN,O
,〞,:,O
,Early,RB,O
,Cretaceous,JJ,B-tim
,;,:,O
,K2,NN,O
,〞,HYPH,O
,Late,RB,B-tim
,Cretaceous,JJ,I-tim
,;,:,O
,P,NN,O
,〞,HYPH,O
,Paleogene,NN,O
,;,:,O
,SGAT,NN,O
,〞,HYPH,O
,Shiquanhe,NN,O
,-,HYPH,O
,Gaize,NN,O
,-,HYPH,O
,Amdo,NNP,O
,thrust,VBD,O
,belt,NN,O
,;,:,O
,ET,NNP,O
,〞,HYPH,O
,Emei,NNP,O
,La,NNP,O
,thrust,VBD,O
,;,:,O
,ST,NNP,O
,〞,HYPH,O
,Shibaluo,NNP,O
,thrust,NN,O
,;,:,O
,GLT,NN,O
,〞,HYPH,O
,Gugu,NNP,O
,La,NNP,O
,thrust,VBD,O
,;,:,O
,GST,NN,O
,〞,HYPH,O
,Gaize,NNP,O
,-,HYPH,O
,Siling,NNP,O
,Co,NNP,O
,thrust,NN,O
,;,:,O
,SNMZ,NN,O
,〞,HYPH,O
,Shiquanhe,NNP,O
,-,HYPH,O
,Nam,NNP,O
,Co,NNP,O
,M谷lange,NNP,O
,zone,NN,O
,;,:,O
,LMF,NN,O
,〞,HYPH,O
,Luobadui,NN,O
,-,HYPH,O
,Milashan,NNP,O
,Fault,NNP,B-nat
,.,.,O
,.,.,O
Sentence: 1594,K1,NN,O
,〞,:,O
,Early,RB,O
,Cretaceous,JJ,B-tim
,;,:,O
,K2,NN,O
,〞,HYPH,O
,Late,RB,O
,Cretaceous,JJ,B-tim
,;,:,O
,P,NN,O
,〞,HYPH,O
,Paleogene,NN,O
,;,:,O
,SGAT,NN,O
,〞,HYPH,O
,Shiquanhe,NN,O
,-,HYPH,O
,Gaize,NN,O
,-,HYPH,O
,Amdo,NNP,O
,thrust,VBD,O
,belt,NN,O
,;,:,O
,ET,NNP,O
,〞,HYPH,O
,Emei,NNP,O
,La,NNP,O
,thrust,VBD,O
,;,:,O
,ST,NNP,O
,〞,HYPH,O
,Shibaluo,NNP,O
,thrust,NN,O
,;,:,O
,GLT,NN,O
,〞,HYPH,O
,Gugu,NNP,O
,La,NNP,O
,thrust,VBD,O
,;,:,O
,GST,NN,O
,〞,HYPH,O
,Gaize,NNP,O
,-,HYPH,O
,Siling,NNP,O
,Co,NNP,O
,thrust,NN,O
,;,:,O
,SNMZ,NN,O
,〞,HYPH,O
,Shiquanhe,NNP,O
,-,HYPH,O
,Nam,NNP,O
,Co,NNP,O
,M谷lange,NNP,O
,zone,NN,O
,;,:,O
,LMF,NN,O
,〞,HYPH,O
,Luobadui,NN,O
,-,HYPH,O
,Milashan,NN,O
,Fault.Synorogenic,JJ,B-nat
,conglomerates,NNS,O
,are,VBP,O
,useful,JJ,B-nat
,paleogeographic,JJ,I-nat
,indicators,NNS,B-nat
,of,IN,O
,fault?bounded,JJ,O
,uplifts,NNS,O
,.,.,O
Sentence: 1595,The,DT,O
,long,JJ,O
,and,CC,O
,narrow,JJ,O
,belts,NNS,O
,of,IN,O
,alluvial?fan,NN,B-nat
,conglomerates,NNS,I-nat
,",",",",O
,deposited,VBN,O
,in,IN,O
,the,DT,O
,central?northern,JJ,O
,Lhasa,NNP,B-geo
,terranes,NNS,O
,on,IN,O
,the,DT,O
,opposite,JJ,O
,sides,NNS,O
,of,IN,O
,an,DT,O
,area,NN,O
,lacking,VBG,O
,Late,JJ,B-tim
,Cretaceous,JJ,O
,每,HYPH,O
,Paleogene,NN,O
,strata,NN,O
,(,-LRB-,O
,XZBGM,NNP,O
,",",",",O
,1993,CD,O
,),-RRB-,O
,",",",",O
,confine,VB,O
,the,DT,O
,northern,JJ,O
,and,CC,O
,southern,JJ,O
,margins,NNS,O
,of,IN,O
,the,DT,O
,tectonically,RB,O
,uplifted,VBN,O
,Northern,NNP,O
,Lhasaplano,NNP,O
,between,IN,O
,the,DT,O
,Gaize?Siling,NNP,O
,Co,NNP,O
,thrust,NN,O
,in,IN,O
,the,DT,O
,north,NN,O
,and,CC,O
,the,DT,O
,Gugu,NNP,O
,La,NNP,O
,thrust,VBD,O
,in,IN,O
,the,DT,O
,south,NN,O
,(,-LRB-,O
,Fig1B,NN,O
,),-RRB-,O
,.,.,O
Sentence: 1596,The,DT,O
,Jingzhushan,NNP,B-geo
,and,CC,O
,Daxiong,NNP,B-geo
,conglomerate,NN,B-nat
,belts,NNS,I-nat
,lie,VBP,B-nat
,today,NN,O
,80,CD,O
,每,SYM,O
,150,CD,O
,km,NN,O
,apart,RB,O
,",",",",O
,indicating,VBG,O
,a,DT,O
,minimum,JJ,O
,area,NN,O
,of,IN,O
,"80,000",CD,O
,km2,NN,O
,for,IN,O
,the,DT,O
,Late,JJ,B-tim
,Cretaceous,JJ,I-tim
,Northern,NNP,O
,Lhasaplano,NNP,O
,(,-LRB-,O
,Fig9,NN,O
,),-RRB-,O
,.,.,O
Sentence: 1597,Based,VBN,O
,on,IN,O
,our,PRP$,O
,observations,NNS,O
,",",",",O
,widespread,JJ,B-nat
,deposition,NN,I-nat
,of,IN,O
,Orbitolina?rich,NNP,O
,Langshan,NNP,O
,limestones,NNS,O
,on,IN,O
,the,DT,O
,northern,JJ,O
,Lhasa,NNP,B-geo
,terrane,NN,O
,continued,VBD,O
,until,IN,O
,the,DT,O
,latest,JJS,O
,Cenomanian,NNP,B-tim
,to,IN,O
,earliest,JJS,O
,Turonian,JJ,B-tim
,(,-LRB-,O
,95,CD,O
,每,SYM,O
,93,CD,O
,Ma,NN,B-tim
,),-RRB-,O
,",",",",O
,At,IN,O
,ca92,CD,O
,Ma,NNP,B-tim
,",",",",O
,the,DT,O
,unconformably,JJ,O
,overlying,VBG,O
,Jingzhushan,NNP,B-nat
,Formation,NN,I-nat
,containing,VBG,O
,Orbitolina?limestone,NNP,B-nat
,clasts,NNS,O
,began,VBD,O
,to,TO,O
,be,VB,O
,deposited,VBN,O
,.,.,O
Sentence: 1598,Instead,RB,O
,",",",",O
,paleoaltimetry,JJ,O
,studies,NNS,O
,based,VBN,O
,on,IN,O
,oxygen,NN,B-nat
,isotopes,NNS,I-nat
,favored,VBD,O
,northward,RB,O
,growth,NN,O
,of,IN,O
,the,DT,O
,plateau,NN,O
,from,IN,O
,Lhasa,NNP,B-geo
,to,IN,O
,Qiangtang,NNP,B-geo
,during,IN,O
,the,DT,O
,Cenozoic,NNP,B-tim
,(,-LRB-,O
,Rowley,NNP,O
,and,CC,O
,Currie,NNP,O
,",",",",O
,2006,CD,O
,),-RRB-,O
,Based,VBN,O
,on,IN,O
,tectonic,JJ,O
,and,CC,O
,paleo,JJ,O
,eleva,NN,O
,tion,NN,O
,evidence,NN,O
,",",",",O
,Wang,NNP,O
,et,FW,O
,al,FW,O
,.,.,O
Sentence: 1599,(,-LRB-,O
,2008,CD,O
,),-RRB-,O
,suggested,VBD,O
,that,IN,O
,an,DT,O
,elevated,JJ,O
,proto?plateau,NN,O
,existed,VBD,O
,already,RB,O
,in,IN,O
,the,DT,O
,late,JJ,O
,Paleogene,NNP,B-tim
,(,-LRB-,O
,ca40,NN,O
,Ma,NN,O
,),-RRB-,O
,",",",",O
,and,CC,O
,then,RB,O
,surface,NN,O
,uplift,NN,O
,progressed,VBD,O
,both,CC,O
,northward,RB,O
,and,CC,O
,southward,RB,O
,.,.,O
Sentence: 1600,Early,RB,B-tim
,Cretaceous,JJ,I-tim
,non?marine,JJ,B-nat
,strata,NN,I-nat
,exposed,VBN,O
,along,IN,O
,the,DT,O
,BNSZ,NNP,O
,",",",",O
,together,RB,O
,with,IN,O
,provenance,NN,O
,analysis,NN,O
,in,IN,O
,the,DT,O
,northern,JJ,O
,Lhasa,NNP,B-geo
,terrane,NN,O
,have,VBP,O
,suggested,VBN,O
,uplift,NN,O
,and,CC,O
,erosion,NN,O
,of,IN,O
,the,DT,O
,BNSZ,NNP,O
,in,IN,O
,the,DT,O
,Aptian,NN,O
,每,HYPH,O
,Cenomanian,NN,O
,(,-LRB-,O
,DeCelles,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2007,CD,O
,;,:,O
,Leier,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2007a,NN,O
,;,:,O
,Ma,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2018,CD,O
,),-RRB-,O
,At,IN,O
,this,DT,O
,time,NN,O
,",",",",O
,most,JJS,O
,of,IN,O
,the,DT,O
,Lhasa,NNP,B-geo
,block,NN,O
,was,VBD,O
,occupied,VBN,O
,by,IN,O
,a,DT,O
,shallow,JJ,O
,epicontinental,NN,O
,sea,NN,O
,with,IN,O
,carbonate,NN,B-nat
,sedimentation,NN,I-nat
,(,-LRB-,O
,Fig,NN,O
,.,.,O
Sentence: 1601,Topographic,JJ,B-nat
,growth,NN,O
,in,IN,O
,parts,NNS,O
,of,IN,O
,the,DT,O
,central,JJ,O
,Lhasa,NNP,B-geo
,terrane,NN,O
,began,VBD,O
,in,IN,O
,the,DT,O
,earliest,JJS,O
,Albian,JJ,B-tim
,(,-LRB-,O
,e.g.,FW,O
,",",",",O
,Damxung,FW,B-geo
,area,NN,O
,;,:,O
,Wang,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2017,CD,O
,),-RRB-,O
,",",",",O
,where,WRB,O
,rapid,JJ,B-nat
,erosional,JJ,I-nat
,exhumation,NN,B-nat
,started,VBD,O
,to,TO,O
,feed,VB,O
,the,DT,O
,Xigaze,NNP,B-geo
,forearc,NN,O
,basin,NN,O
,at,IN,O
,the,DT,O
,southern,JJ,O
,edge,NN,O
,of,IN,O
,the,DT,O
,southern,JJ,O
,Lhasa,NNP,B-geo
,terrane,NN,O
,(,-LRB-,O
,An,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2014,CD,O
,;,:,O
,Orme,NNP,O
,and,CC,O
,Laskowski,NNP,O
,",",",",O
,2016,CD,O
,),-RRB-,O
,.,.,O
,Deposition,NN,O
,of,IN,O
,the,DT,O
,Jingzhushan,NNP,B-geo
,and,CC,O
,Daxiong,NNP,O
,alluvial,JJ,B-nat
,conglomerate,NN,I-nat
,belts,NNS,B-nat
,",",",",O
,documenting,VBG,O
,retreat,NN,O
,of,IN,O
,the,DT,O
,seaway,NN,O
,and,CC,O
,provenance,NN,O
,of,IN,O
,d,NN,O
,etritus,NN,O
,from,IN,O
,the,DT,O
,Northern,NNP,B-geo
,Lhasaplano,NNP,I-geo
,took,VBD,O
,place,NN,O
,around,IN,O
,92,CD,B-tim
,Ma,NNP,I-tim
,.,.,O
Sentence: 1602,Fold?thrust,NNP,O
,deformation,NN,O
,initiated,VBN,O
,along,IN,O
,the,DT,O
,BNSZ,NNP,O
,in,IN,O
,the,DT,O
,north,NN,O
,during,IN,O
,the,DT,O
,Early,JJ,B-tim
,Cretaceous,JJ,I-tim
,",",",",O
,and,CC,O
,propagated,VBN,O
,southward,RB,O
,with,IN,O
,time,NN,O
,(,-LRB-,O
,Kapp,NNP,O
,et,FW,O
,al.,FW,O
,",",",",O
,2007b,NN,O
,),-RRB-,O
,",",",",O
,inducing,VBG,O
,tectonic,JJ,O
,inversion,NN,O
,of,IN,O
,sedimentary,JJ,B-nat
,basins,NNS,I-nat
,and,CC,O
,initial,JJ,O
,growth,NN,O
,of,IN,O
,the,DT,O
,Northern,NNP,B-geo
,Lhasaplano,NNP,I-geo
,between,IN,O
,the,DT,O
,Gaize?Siling,NNP,O
,Co,NNP,O
,and,CC,O
,Gugu,NNP,O
,La,NNP,O
,thrusts,NNS,O
,in,IN,O
,the,DT,O
,early,JJ,O
,Late,JJ,B-tim
,CretaceousThe,NNP,I-tim
,southern,JJ,O
,Qiangtang,NNP,B-geo
,terrane,NN,O
,and,CC,O
,the,DT,O
,BNSZ,NNP,O
,were,VBD,O
,uplifted,VBN,O
,notably,RB,O
,earlier,RBR,O
,than,IN,O
,the,DT,O
,Northern,NNP,B-geo
,Lhasaplano,NNP,I-geo
,",",",",O
,thus,RB,O
,initiating,VBG,O
,a,DT,O
,topographic,JJ,B-nat
,wave,NN,I-nat
,that,WDT,O
,swept,VBD,O
,stepwise,JJ,O
,southward,RB,O
,across,IN,O
,the,DT,O
,Lhasa,NNP,B-geo
,block,NN,O
,during,IN,O
,the,DT,O
,Cretaceous,JJ,B-tim
,.,.,O
,.,.,O
Sentence: 1603,The,DT,O
,southern,JJ,O
,Qiangtang,NNP,B-geo
,terrane,NN,O
,and,CC,O
,the,DT,O
,BNSZ,NNP,O
,were,VBD,O
,uplifted,VBN,O
,notably,RB,O
,earlier,RBR,O
,than,IN,O
,the,DT,O
,Northern,NNP,B-geo
,Lhasaplano,NNP,I-geo
,",",",",O
,thus,RB,O
,initiating,VBG,O
,a,DT,O
,topographic,JJ,B-nat
,wave,NN,I-nat
,that,WDT,O
,swept,VBD,O
